websiteUrl,websiteName,highestCat,urlTag,subCat
http://www.radiostyrt.no/,D-Lux RC klubb , World,"
		
			
			Forums - 
		
		(RS) Radiostyrt.no
	", Norsk 
http://scoutsdegalicia.org/,ASDE - Scouts de Galicia , World,ASDE - Scouts de Galicia |, Galego 
http://www.antikviteti.net/,Antikviteti , World,Where To Get Kratom -, Hrvatski 
http://www.arenys.org/arribat/llati.htm,Arenys , World,Adpete Arenys! , Lingua 
http://www.diarchy.lt/,DiArchy , World,"DiArchy Paslaptis. Fokusai, Triukai, Magija, Iliuzijos, Hipnozė, Savitaiga. Paslapčių atskleidimas.", Laisvalaikis 
http://dj3uc.darc.de/am-dj3uc.html,DJ3UC , World,Amateurfunk - Über DJ3UC , Interlingua 
http://www.euskalnet.net/armaia/,Armaia Aterpea , World,a r m a i a -- a t e r p e t x e a, Euskara 
http://www.cnocadoiri.com/,Na Cnocadóirí , World,Na Cnocadóirí - index, Gaeilge 
http://ostal.sirventes.pagesperso-orange.fr/,Aude Tèrra d'Òc , World,Pages perso Orange – Créez facilement votre site web personnel, Occitan 
http://www.activitypedia.org/,Activitypedia , World,Activitypedia | le wiki des loisirs, Loisirs 
http://muydivertido.com/,Muy divertido , World,"muyDivertido.com - Chistes, humor grafico, bromas, juegos en linea y para
bajar, nenas y mas en muyDivertido.com", Tiempo 
http://www.facip.com/,Federació Andorrana de Caça i Pesca , World,FACIP:  Federacio Andorrana de Caça i Pesca - Andorra, Lleure 
http://loic.lenezet.free.fr/,Gouel Erwan , World,Site de l'association Fest Yves / Gouel Erwan, Brezhoneg 
http://members.tripod.com/dr_adislich/,I Tako Dalje , World,"PROT PICTURES,PRIJEDOR,ZELJO,ALL IN ONE PLACE!!! ", Bosanski 
http://www.pbs.org/wgbh/nova/barrier/boom/choice1.html,Bullwhip - Faster than Sound , Recreation,NOVA Online | Faster Than Sound | Sonic Boom | Bullwhip, Whips 
http://www.boomersparks.com/,Boomers , Recreation,Landing - Boomers Parks, Theme 
http://www.azeri.net/,Azeri.net , World,Azeri Net - Azerbaycan portalı azeri mp3 bakü azeri chat azeri forum, Azerbaijani 
http://3masas.lv/,3MĀSAS , World,3MĀSAS.lv - Kultūras telpa, Latviski 
http://sites.google.com/site/roadnumberingsystems/,Road Numbering Systems , Recreation,Road numbering systems, Roads 
http://www.forces.org/,Forces International , Recreation,FORCES International - News Portal, Tobacco 
http://www.ayojajan.com/,Ayojajan Food Guide , World,Ayojajan Food Guide - Info Kuliner dan Makanan, Bahasa 
http://www.skaut.ee/,Eesti Skautide Ühing , World,Avaleht - Skaut, Eesti 
http://muz.uz/,Muz.uz , World,MUZ.UZ - Musiqa javoni, Dam 
http://tanmagazine.com.au/,The Australian Naturist , Recreation,TAN Magazine - The Australian Naturist Magazine, Nudism 
http://www.bikepics.com/,BikePics , Recreation,Trending Motorcycle Pictures | BikePics.com, Motorcycles 
http://www.2rateme.com/,2 Rate Me , Recreation,2 Rate Me – Have fun rating hot guys and cute girls., Picture 
http://astrology.alisonmoroney.com/,Alison's Astrology Page , Society,Alison's Astrology Page: Alison Moroney's Astrology Guides and Daily Horoscopes , Religion 
http://www.bergdias.de/,Berg-Diasammlung , Recreation,Bergdias.de - Start, Outdoors 
http://1st-net-lock-museum.com/,First Internet Lock Museum , Recreation,This site is intended to be a resource for those interested in the collection of locks., Locks 
http://www.users.globalnet.co.uk/~boxes/,Antique Boxes , Recreation,Antique Boxes, Collecting 
http://www.alhfam.org/,"Association of Living History, Farm and Agricultural Museums (ALHFAM) ", Recreation,"ALHFAM - Association for Living History, Farm and Agricultural Museums - Home", Living 
http://ciprusiszallasok.hu/,CiprusiSzállások.hu , World,"Ciprusi szállás, apartman, hotelek | CiprusiSzállások.hu", Magyar 
http://www.americanpyro.com/,APA - American Pyrotechnics Association , Science,Home, Technology 
http://www.audio-ideas.com/,Audio Ideas Guide , Recreation,Audio Ideas Guide: Canada’s Hi-Fi and Home Theater Magazine - , Audio 
http://birding.about.com/,About.com - Birding/Wild Birds , Recreation,Wild Birds, Birding 
http://www.92y.org/camps,92nd Street Y Camps , Recreation,"
	92Y Camps - 92Y, New York
", Camps 
http://www.notsoboringlife.com/,Not So Boring Life , Recreation,NotSoBoringLife.com - Helping You Find a New Hobby, Directories 
http://www.desa-koda.info/,देश फोन कोड डेटाबेस , World,टेलीफोन देश कोड / अंतरराष्ट्रीय फोन कोड / देश फोन कोड / देशों के दूरभाष कूट, Hindi 
http://365daysofastronomy.org/,365 Days of Astronomy , Science,365 Days of Astronomy | Podcasting Astronomy Every Day of the Year, Astronomy 
http://www.accessplace.com/food.htm,Access Place Food , Recreation,AccessPlace Food, Food 
http://www.ucsc.cmb.ac.lk/ltrl/,භාෂා තාක්ෂණ පර්යේෂණාගාරය , World,Language Technology Research Lab, Sinhala 
http://www.8a.nu/,8a.nu , Recreation,8a.nu: Global Climbing News, Climbing 
http://kn.wikipedia.org/,ವಿಕಿಮೀಡಿಯಾ , World,ವಿಕಿಪೀಡಿಯ, Kannada 
http://www.khandbahale.com/gujarati.php,અંગ્રજી-ગુજરાતી-અંગ્રજી શબ્દકોશ , World,Gujarati Dictionary | English to Gujarati | Gujarati to English, Gujarati 
http://www.philsci.univ.kiev.ua/biblio/dovi.html,Довідник з історії філософії , World,Äîâ³äíèê - title, Ukrainian 
http://kk.wikipedia.org/wiki/Google_%D0%90%D1%83%D0%B4%D0%B0%D1%80%D0%BC%D0%B0%D1%88%D1%8B,Google Аудармашы , World,Google Аудармашы — Уикипедия, Kazakh 
http://ar.wikipedia.org/,ويكيبيديا , World,ويكيبيديا، الموسوعة الحرة, Arabic 
http://www.dyoks.com/,Dyoks , World,Jokes and Funny Videos - Dyoks.com, Tagalog 
http://os.wikipedia.org/wiki/%D0%A1%C3%A6%D0%B9%D1%80%D0%B0%D0%B3_%D1%84%D0%B0%D1%80%D1%81,Википеди , World,Википеди, Ossetian 
http://www.bashnl.ru/,Башҡортостан Республикаһының Әхмәтзәки Вәлиди исемендәге Милли китапханаһы , World,Национальная библиотека им. Ахмет - Заки Валиди Республики Башкортостан, Bashkir 
http://www.erowid.org/,The Vaults of Erowid , Recreation,Erowid , Drugs 
http://www.uighurdictionary.com/,Free Uighur Dictionary , World,English Uighur Dictionary, Uyghurche 
http://11888.ote.gr/,11888 , World,11888 giaola | Πάρε Προσφορές | Κλείσε Ραντεβού, Greek 
http://meta.wikimedia.org/wiki/%D0%91%D0%B0%D1%88%D0%B1%D0%B8%D1%82,Meta-Wiki , World,Баш бит - Meta, Belem 
https://vi.wikibooks.org/,Wikibooks , World,"Wikibooks – tủ sách khoa học, sách trẻ em, và sách nấu ăn", tin 
http://www.btc.bg/online/cgi-bin/wpd.cgi,БТК - интернет справочник , World,VIVACOM Arena, Bulgarian 
http://tk.wikipedia.org/wiki/Main_Page,Türkmençe Wikipedia , World,Wikipediýa, Maglumat 
http://www.stenografi.nu/,Stenografi och Melinska Stenografförbundet , World,Melinska Stenografförbundet, Svenska 
http://www.ditzionariu.org/home.asp?lang=sar,Ditzionàriu Online , World,, Sardu 
http://www.ajasto.fi/,Ajasto kalenterit , World,"
  Ajaston Verkkokauppa | Kalentereita joka lähtöön – Ajasto Paperproducts Oy
  ", Suomi 
http://tl.wikipedia.org/,Tagalog Wikipedia , World,"Wikipedia, ang malayang ensiklopedya", Tagalog 
http://www.pkt.pl/,Polskie Książki Telefoniczne , World,"Baza firm pkt.pl - adresy, telefony, oferty, opinie, mapy", Polski 
http://stq.wikipedia.org/wiki/Seeltersk,Seeltersk , World,Seeltersk – Wikipedia, Seeltersk 
http://www.drg.ch/,Dicziunari Rumantsch Grischun , World,DRG - Dicziunari Rumantsch Grischun (IDRG) - Wörterbuch der Rätoromanen, Rumantsch 
http://oc.wikipedia.org/,Oiquipedià , World,Wikipèdia, Occitan 
http://www.regjeringen.no/,Regjeringen , World,Forsiden - regjeringen.no, Norsk 
http://www.hs-augsburg.de/~harsch/a_alpha.html,Bibliotheca Augustana , World,bibliotheca Augustana, Lingua 
http://www.debeselis.net/latvian.php,Debesėlis , World,Debesėlis - Study the languages of the world, Latviski 
http://frr.wikipedia.org/wiki/F%C3%B6gler,Fögler - Wikipedia , World,Fögler – Wikipedia, Nordfriisk 
http://www.armenic.am/,Ակադեմիական փոխճանաչման և շարժունության ազգային տեղեկատվական կենտրոն , World,Armenic, Armenian 
http://www.allesopeenrij.nl/,Alles op een Rij , World,Alles op een rij - De meest interessante lijsten over de meest uiteenlopende onderwerpen, Nederlands 
http://esperant0.chez-alice.fr/esperant97/swahili0.htm,Hiztegia Vortaro , World,Kamusi/Vortaro (Unikoda), Kiswahili 
http://www.bbc.co.uk/scotland/alba/foghlam/fuadachnangaidheal/,BBC Alba - Foghlam - Fuadach nan Gaidheal , World,BBC - Alba - Foghlam - Fuadach nan Gaidheal , Fiosrachadh 
http://eo.wikipedia.org/,Vikipedio , World,Vikipedio, Esperanto 
http://thepunjabi.com/,ਦ ਪੰਜਾਬੀ , World,THE PUNJABI - Online Punjabi Book Store, Punjabi 
http://www.lineone.nl/frysk_com/,Frysk.com , World,"Frysk Com, internet, cultuur en lessen ", Frysk 
http://www.interlingua.com/historia/index.html,Historia de Interlingua , World,Historia de Interlingua, Interlingua 
http://aare.edu.ee/dictionary.html,Eesti-Inglise-Eesti sõnaraamat , World,Eesti-Inglise-Eesti sõnaraamat / Estonian-English-Estonian Dictionary, Eesti 
http://www.riss4u.net/,학술연구정보서비스(RISS4U) , World,'한국교육학술정보원(KERIS)'에서 제공하는 '학술연구정보서비스(RISS)', Korean 
http://cy.uncyclopedia.org.uk/,Celwyddoniadur , World,Celwyddoniadur, Cymraeg 
http://www.cikguhailmi.com/,Cikgu Hailmi , World,Cikgu Hailmi, Bahasa 
http://br.wikipedia.org/,Wikipedia , World,Wikipedia, Brezhoneg 
http://groups.yahoo.com/group/AerospaceIndonesia/,AerospaceIndonesia , World,Yahoo! Groups, Bahasa 
http://wissensallmende.de/,Netzwerk Freies Wissen , World,Netzwerk freies Wissen | Ein Projekt von Share e.V., Deutsch 
http://www.guinnessworldrecords.com/,Guinness World Records , Reference,Home | Guinness World Records, World 
http://an.wikipedia.org/,Biquipedia (Wikipedia en aragonés) , World,Biquipedia, Referencia 
http://az.wikipedia.org/,Vikipediya , World,Vikipediya, Azerbaijani 
http://ast.wikipedia.org/,Uiquipedia , World,Wikipedia, Asturianu 
http://www.wordsmith.org/awad/index.html,A.Word.A Day , Arts,"A.Word.A.Day Home Page : Word of the day, vocabulary, wordpower, words, language, quote, quotes, quotation, quotations, english, dictionary, lexicon, logophile, wordsmith, vocabulaire, vocabulario", Writers 
http://www.aipparl.org/,American Institute of Parliamentarians (AIP) , Reference,American Institute of Parliamentarians – The premier website for information on parliamentary procedure!, Parliamentary 
http://www.abmaps.com/,ABMaps , Reference,AB-Maps, Maps 
http://www.friul.net/,Friûl.net , World,Friûl.net, Furlan 
http://www.refdesk.com/expert.html,Ask the Experts , Reference,refdesk.com, Directories 
http://www.hermetic.ch/cal_stud.htm,Calendar Studies , Reference,Calendars New and Old, Time 
http://vds.tripod.com/afroppinet/,Afrikaans oppie Net , World,Afrikaans oppie Net, Afrikaans 
http://isbn-international.org/,International ISBN Agency , Reference,The International ISBN Agency | International ISBN Agency, Books 
http://www.1902encyclopedia.com/,1902 Encyclopedia , Reference,"1902 Encyclopedia (Encyclopaedia Britannica, 9th and 10th Editions)", Encyclopedias 
http://arquivo.dicoruna.es/,Arquivo deputación da Coruña , World,"
    Arquivo  ", Galego 
http://able2know.org/,Able2Know Ask an Expert , Reference,"Ask an Expert at able2know - Ask Questions, Share Answers", Ask 
http://www.city-port.hu/,City-Port.hu , World,City-Port független európai uniós projekttájékoztató portál - Tájékoztatás és nyilvánosság, Magyar 
http://digilander.libero.it/dawngate/dizionario.html,Grammatica del Dialetto Siculo , World,Dizionario Italiano - Palermitano, Sicilianu 
http://beautifulsynonyms.com/,Beautiful Synonyms , Reference, SynonymDefinitionAntonym.com - Synonym Dictionary, Thesauri 
http://www.almanacnews.com/,The Almanac News , Reference, | Almanac Online |, Almanacs 
http://www.gurteen.com/,Gurteen Knowledge , Reference,GURTEEN KNOWLEDGE, Knowledge 
http://www.100greatblackbritons.com/,100 Great Black Britons , Reference,100 Great Black Britons - Homepage, Biography 
http://www.ageof.com/,Age of Dot Com , Computers,age of · com  launch base, Internet 
http://www.dictionaryjumpstart.com/,Dictionary Jumpstart , Reference,Learn to Caption, Dictionaries 
http://cricketkaregabarbad.blogspot.com/,क्रिकेट करेगा बरबाद , World,C.R.I.C.K.E.T, Hindi 
http://angampora.blogspot.com/,අංගම්පොර , World,"ANGAMPORA ""අංගම්පොර""", Sinhala 
http://www.library.illinois.edu/absees/,The American Bibliography of Slavic and East European Studies , Reference,The American Bibliography of Slavic and East European Studies (ABSEES) Online – International and Area Studies Library – U of I Library, Bibliography 
http://kk.wikipedia.org/wiki/XXX_%D0%B6%D0%B0%D0%B7%D2%93%D1%8B_%D0%9E%D0%BB%D0%B8%D0%BC%D0%BF%D0%B8%D0%B0%D0%B4%D0%B0_%D0%BE%D0%B9%D1%8B%D0%BD%D0%B4%D0%B0%D1%80%D1%8B_(2012),XXX жазғы Олимпиада ойындары (2012) , World,2012 жылғы Жазғы Олимпиада ойындары — Уикипедия, Kazakh 
http://www.express.pk/sports/,اردو ایکسپریسس کھیل , World,Sports News in Urdu - کھیل - ایکسپریس اردو, Urdu 
http://www.sat.or.th/,การกีฬาแห่งประเทศไทย , World,การกีฬาแห่งประเทศไทย – คิดถึงกีฬา คิดถึง กกท., Thai 
http://www.gorganyrace.com/,Горгани Рейс , World,Пригодницькі перегони Gorgany Race, Ukrainian 
http://www.ericdigests.org/libraries.html,ERIC Digests on Libraries , Reference,ERIC Digests on Libraries, Libraries 
http://navaneethakrishnan.tripod.com/crosswords/Tamilcross.html,தமிழ் குறுக்கெழுத்து ஆப்லெட் , World,Tamil Crossword Applet, Tamil 
http://www.nrg.co.il/online/HP_3.html,NRG ספורט , World,, Hebrew 
http://baseballby.com/,Бейсбол , World,Default Web Site Page, Belarusian 
http://tmfutbol.blogspot.com/,Türkmen Futbol , World,Turkmen Futbol, Sport 
http://golf.bg/,Golf.bg , World,Golf.bg - Всичко от света на голфа, Bulgarian 
http://www.nur-sport.ru/,Башҡортостан спорты , World,Nur Sport -, Bashkir 
http://www.dopingjouren.se/,Dopinjgouren , World,Front Page | Dopingjouren, Svenska 
http://www.caan.gr/,Caan , World,Caan.gr | 20 Χρόνια δημιουργούμε αθλητικές ιστορίες!, Greek 
http://ekipa.mk/,Ekipa.mk , World,Екипа – Сакај СПОРТ!   Читај Спорт!   Живеј СПОРТ!, Makedonski 
http://www.fairplayturkiye.com/,Fair Play , World,Play Fair Casino Club - We Play Fair and Review the Best Betting and Casino Sites!, Spor 
http://www.mhk.sk/,1.MHK Košice , World,, Slovensky 
http://stq.wikipedia.org/wiki/Foutbaal,Foutbaal , World,Foutbal – Wikipedia, Seeltersk 
http://www.samurra.eu/,Sa murra 'Roberto Mulas' , World,, Sardu 
http://www.alc-lesce.si/,Alpski letalski center Lesce Bled , World,Alpski letalski center Lesce, Slovensko 
http://sportacadem.ru/,"İdel Buyı Däwlät Fizik Tärbiä, Sport häm Turizm Akademiäse ", World,"Поволжская государственная академия физической культуры, спорта и туризма", Sport 
http://sportshqip.com/,Sport Shqip , World,Sportshqip | Ton diten sport!, Shqip 
http://www.akkrusevac.com/,Atletski klub Kruševac , World,Atletski klub Kruševac, Srpski 
http://www.sportbiznes.pl/,Sportbiznes.pl , World,"SportBiznes.pl
                                                                                                                                                                                                                                                                                                                                                                                                            ", Polski 
http://www.fc-olmaliq.uz/,"""Olmalik"" PFK ", World,Future home of fc-olmaliq.uz, Sport 
http://www.cbat.org.br/,Confederação Brasileira de Atletismo , World,CBAt - Confederação Brasileira de Atletismo, Desportos 
http://www.pez-alpetta.ch/,Secziun da catschadurs Pez-Alpetta , World,Secziun Péz Alpetta: Home, Rumantsch 
http://www.acti-vita.nl/,Acti-vitA.nl , World,Fitness oefeningen schema's spiergroei en afvallen, Nederlands 
http://www.dartsfederacija.lt/,Darts Lietuva , World,Naujienos - Lietuvos Darts federacija, Sportas 
http://antidoping.no/,Antidoping Norge , World,Forside | Antidoping Norge, Norsk 
http://www.csun.edu/~hcfll004/ludisaec.html,Ludi Saeculares , World,THE LUDI SAECULARES, Lingua 
http://www.pikes.lu/,BC Musel Pikes , World,Musel Pikes - Home, Sport 
http://www.recordholders.org/ia/,Rekord-klub Saxonia , World,Le Clube del Battitores de Records, Interlingua 
http://acarreiradunkan.blogspot.com/,A carreira dun Kan , World,A carreira dun Kan - Kandpalleiro, Galego 
http://www.iusport.es/leg-ccaa/vasca2.htm,Kirolaren legea , World,Ekainaren 11ko 14, Euskara 
http://www.neija.lv/,Agris Neija , World,Pārdodu., Latviski 
http://www.euxro2012.retejo.info/,Eŭro 2012 , World,Eŭro 2012, Esperanto 
http://www.hoo.hr/,Hrvatski olimpijski odbor , World,Hrvatski olimpijski odbor - Naslovna, Hrvatski 
http://www.friesdammen.nl/,Frysk Damjen (Oer Alles) , World,"Friesdammen – ""Oer alles""", Frysk 
http://www.autonet.ee/,Autoportaal Autonet , World,, Eesti 
http://mediaaiki.wordpress.com/,Media Aiki , World,, Bahasa 
http://indonesiancheerleading.com/,Indonesian Cheerleading Community , World,Indonesian Cheerleading Community | Komunitas Cheerleading Indonesia, Bahasa 
http://asbih.org/,Atletski savez BiH , World,Atletski savez Bosne i Hercegovine, Bosanski 
http://www.car.edu/,Centre d'Alt Rendiment de Sant Cugat , World,Centre d'Alt Rendiment – CAR Centre d'Alt Rendiment Esportiu, Esports 
http://vapessonne.pagesperso-orange.fr/03biniou.htm,Binioù , World,03biniou, Brezhoneg 
http://www.shooting-fed.gov.az/,Azərbaycan Atıcıliq Federasiyası , World,Azərbaycan Atıcıliq Federasiyası, Azerbaijani 
http://www.alpinemadness.freeservers.com/,Alpinemadness , Sports,Untitled, Winter 
http://www.integration-durch-sport.de/,Integration durch Sport , World, Der Deutsche Olympische Sportbund , Deutsch 
http://www.emedicinehealth.com/walking_for_fitness/article_em.htm,eMedicine Health - Walking for Fitness , Sports,"Walking for Fitness: Facts, Plans & Programs for Weight Loss", Walking 
http://www.multivolley.com/,Multivolley , Sports,"MULTIVOLLEY.COM - La Bibliothèque: cdroms, videos, livres et magazines de Volley-Ball - Powered by MULTIPASPORT.COM", Volleyball 
http://www.driftwaycollection.com/,Driftway Collection - Tennis at the Turn , Sports,"The Driftway Collection - Lawn Tennis at the Turn of the 19th Century, Racquets and Antique Collectibles", Tennis 
http://www.jukskei.co.za/,Jukskei , World,Jukskei SA , Afrikaans 
http://www.the-handball-results.com/,Handball Results , Sports,Handball Results | the-handball-results.com, Team 
http://www.actionsportsmaui.com/,Action Sports Maui , Sports,"
      Action Sports Maui | Maui Kitesurfing, Surfing, & More
  ", Water 
http://www.tchoukball.org/,International Tchoukball Federation (FITB) , Sports,Home, Tchoukball 
http://www.bigsteel.iwarp.com/,Big Steel , Sports,Site Disabled - FreeServers, Strength 
http://unitedworldwrestling.org/,United World Wrestling , Sports,United World Wrestling, Wrestling 
http://www.faqs.org/faqs/sports/skating/,Rec.sport.skating FAQs , Sports,Sports/skating Index, Skating 
http://www.ispsquash.com/,Indian Squash Professionals , Sports,Indian Squash Professionals, Squash 
http://www.auspistol.com.au/,AusPistol , Recreation,AusPistol - Pistol Shooting software for Australia, Guns 
http://www.exploratorium.edu/skateboarding/,Skateboard Science , Sports,Skateboard Science: Skateboarding Physics & Tricks | Exploratorium, Skateboarding 
http://swimming.about.com/,About Swimming , Sports,Swimming & Diving, Water 
http://skiing.about.com/,About.com Skiing , Sports,Skiing, Winter 
http://tabletennis.about.com/,About.com - Table Tennis , Sports,Table Tennis, Table 
http://www.americanrunning.org/,American Running Association , Sports,Default Web Site Page, Running 
http://fifa.com/,Fédération Internationale de Football Association (FIFA) , Sports,FIFA - FIFA.com, Soccer 
http://www.chaosmedia.com/Rounders/Rounders.html,Description and Rules of Rounders , Sports,Description and rules of Rounders, Rounders 
http://www.leaguefreak.com/,League Freak , Sports,"League Freak – Covering The NRL, Super League And Rugby League World Wide – LeagueFreak.com  ", Football 
http://www.worldrugby.org/,World Rugby , Sports,World Rugby, Football 
http://www.jumpropeinstitute.com/,The Jump Rope Institute , Sports,Jump Rope | Jump Rope For Life, Rope 
http://www.rrm.co.uk/,River and Rowing Museum , Sports,Home | River & Rowing Museum, Water 
http://www.irt-tour.com/,International Racquetball Tour , Sports,The International Racquetball Tour- World's Fastest Sport | IRT Tour, Racquetball 
http://www.petanque.org/,Petanque.org , Sports,petanque.org - Sports News from All Over the World for Petanque Lovers, Petanque 
http://www.compasssport.co.uk/,Compass Sport , Sports,CompassSport - Home, Orienteering 
http://www.1sourcelasertag.com/,1 Source Laser Tag , Sports,Rent LTTO, Laser 
http://www.olympic.org/,International Olympic Committee , Sports,"Olympics | Olympic Games, Medals, Results, News | IOC", Events 
http://www.platformtennis.org/,American Platform Tennis Association , Sports,American Platform Tennis Association, Paddleball 
http://www.howstuffworks.com/paintball.htm,HowStuffWorks:  How Paintball Works , Sports,How Paintball Works | HowStuffWorks, Paintball 
http://www.buber.net/Basque/Sports/pelota1.html,Buber's Basque Page: Pelota , Sports,, Jai 
http://cdnsk8.tripod.com/,Canadian Skate , Sports,Canadian SKATE - News and Results from the Canadian Figure Skating Community, Skating 
http://www.ucl.ac.uk/~uczcw11/netball.htm,Andy Dawson's Netball Resources , Sports,Netball Resources Website home page - compliled by Andy Dawson  - sponsored by NetballzoneUK, Netball 
http://www.dochertyfamily.com/zamboni.htm,Zamboni Facts and Photos , Sports,Zamboni Facts and Photos, Hockey 
http://www.logrolling.org/,American Birling Association , Sports,"
Lumberjack Water Sports", Lumberjack 
http://www.dhamilton.net/goalball/,Goalball , Sports,D's GOALBALL LINKS, Goalball 
http://www.airabovewater.com/,Air Above Water , Sports,It is finished!, Extreme 
http://www.faqs.org/faqs/sports/fencing-faq/,Fencing FAQ , Sports,Sports/fencing FAQ Index, Fencing 
http://www.footbags.net/,Dragonfly Footbags , Sports,"Dragonfly Footbags - Hacky Sack Tricks, Shop, Stories & Forum", Footbag 
http://www.croquetworld.com/,Croquet World Online Magazine , Sports,Coming Soon!, Croquet 
http://cheerleading.about.com/,About Cheerleading , Sports,Cheerleading, Cheerleading 
